geneNcbiID,geneDSI,geneDPI,diseaseName,score,gene_index,disease_index
55294,0.444,0.913,Colorectal Cancer,0.75,613,7
7099,0.321,0.957,Colorectal Cancer,0.75,346,7
6528,0.485,0.87,Breast Cancer,0.75,293,1
2952,0.389,0.957,Colorectal Cancer,0.75,332,7
5058,0.462,0.913,Breast Cancer,0.75,607,1
1812,0.491,0.913,Schizophrenias,0.75,631,14
6531,0.432,0.957,Bipolar Disorder,0.75,189,16
23411,0.372,0.957,Breast Cancer,0.75,494,1
5979,0.366,0.913,Breast Cancer,0.75,565,1
174,0.355,0.957,Breast Cancer,0.75,823,1
55294,0.444,0.913,Colorectal Cancer,0.75,613,7
2952,0.389,0.957,Colorectal Cancer,0.75,332,7
142,0.366,0.957,Colorectal Cancer,0.75,186,7
7517,0.49,0.913,Breast Cancer,0.75,614,1
7018,0.366,0.957,Alzheimer Disease,0.75,577,2
5979,0.366,0.913,Breast Cancer,0.75,565,1
7048,0.368,0.957,Breast Cancer,0.75,456,1
10,0.439,0.957,Breast Cancer,0.75,716,1
5617,0.353,0.957,Systemic lupus erythematosus,0.75,788,15
335,0.365,0.913,Alzheimer Disease,0.75,824,2
4843,0.333,1.0,Breast Cancer,0.75,165,1
11009,0.435,0.913,Breast Cancer,0.75,825,1
7057,0.389,0.913,Breast Cancer,0.75,826,1
6817,0.531,0.826,Breast Cancer,0.75,524,1
6623,0.488,0.913,Breast Cancer,0.75,827,1
26508,0.549,0.87,Breast Cancer,0.75,828,1
25,0.395,0.913,Breast Cancer,0.75,829,1
4524,0.338,0.913,Alzheimer Disease,0.75,225,2
406937,0.44,0.913,Breast Cancer,0.75,830,1
91752,0.625,0.609,Bipolar Disorder,0.75,123,16
6422,0.457,0.957,Breast Cancer,0.75,792,1
23462,0.501,0.87,Breast Cancer,0.75,831,1
79068,0.425,0.957,Breast Cancer,0.75,80,1
6772,0.379,0.913,Breast Cancer,0.75,561,1
23493,0.498,0.87,Breast Cancer,0.75,832,1
406988,0.491,0.826,Breast Cancer,0.75,833,1
9564,0.498,0.913,Breast Cancer,0.75,834,1
406989,0.482,0.913,Breast Cancer,0.75,570,1
6513,0.38,0.913,Breast Cancer,0.75,253,1
5892,0.575,0.652,Breast Cancer,0.75,835,1
6934,0.457,0.913,Colorectal Cancer,0.75,37,7
51564,0.429,0.913,Breast Cancer,0.75,836,1
10111,0.517,0.826,Breast Cancer,0.75,837,1
7494,0.467,0.957,Breast Cancer,0.75,838,1
407006,0.456,0.913,Breast Cancer,0.75,839,1
23405,0.396,0.913,Breast Cancer,0.75,840,1
4312,0.368,0.913,Colorectal Cancer,0.75,509,7
7421,0.336,0.957,Parkinson Disease,0.75,199,4
2697,0.377,0.957,Breast Cancer,0.75,841,1
2067,0.421,0.913,Breast Cancer,0.75,518,1
2623,0.438,0.913,Sickle Cell Anemia,0.75,842,17
328,0.428,0.913,Breast Cancer,0.75,843,1
6648,0.353,1.0,Amyotrophic Lateral Sclerosis (ALS),0.75,250,8
396,0.437,0.957,Breast Cancer,0.75,844,1
2068,0.419,0.913,Breast Cancer,0.75,647,1
1432,0.379,0.913,Colorectal Cancer,0.75,615,7
7020,0.455,0.87,Breast Cancer,0.75,845,1
3115,0.465,0.913,Type 1 Diabetes,0.75,652,3
282706,0.657,0.435,Schizophrenias,0.75,846,14
10855,0.426,0.87,Breast Cancer,0.75,847,1
51741,0.442,0.87,Breast Cancer,0.75,468,1
1356,0.409,0.957,Parkinson Disease,0.75,848,4
6536,0.595,0.826,Schizophrenias,0.75,849,14
55294,0.444,0.913,Breast Cancer,0.75,613,1
5243,0.326,0.957,Rheumatoid arthritis,0.75,61,10
5245,0.506,0.87,Breast Cancer,0.75,396,1
2735,0.412,0.913,Breast Cancer,0.75,850,1
1808,0.544,0.783,Alzheimer Disease,0.75,851,2
8493,0.507,0.87,Breast Cancer,0.75,637,1
652,0.375,0.913,Colorectal Cancer,0.75,852,7
5424,0.486,0.913,Colorectal Cancer,0.75,853,7
4170,0.409,0.957,Colorectal Cancer,0.75,854,7
4854,0.406,0.957,Breast Cancer,0.75,855,1
2023,0.462,0.913,Rheumatoid arthritis,0.75,481,10
7037,0.393,0.957,Breast Cancer,0.75,646,1
4087,0.414,0.913,Colorectal Cancer,0.75,856,7
2118,0.516,0.826,Breast Cancer,0.75,857,1
406938,0.398,0.913,Alzheimer Disease,0.75,790,2
1742,0.55,0.783,Schizophrenias,0.75,858,14
5270,0.444,0.87,Breast Cancer,0.75,859,1
324,0.364,0.913,Colorectal Cancer,0.75,34,7
9076,0.44,0.87,Breast Cancer,0.75,860,1
652,0.375,0.913,Breast Cancer,0.75,852,1
3381,0.53,0.913,Breast Cancer,0.75,861,1
26585,0.464,0.87,Colorectal Cancer,0.75,862,7
4313,0.317,0.913,Rheumatoid arthritis,0.75,97,10
7052,0.423,0.913,Breast Cancer,0.75,863,1
3303,0.373,0.957,Parkinson Disease,0.75,483,4
7054,0.446,0.913,Bipolar Disorder,0.75,196,16
2114,0.493,0.913,Breast Cancer,0.75,864,1
3107,0.379,0.913,Schizophrenias,0.75,865,14
4852,0.41,0.957,Schizophrenias,0.75,373,14
4763,0.373,0.913,Breast Cancer,0.75,866,1
2022,0.386,0.913,Breast Cancer,0.75,867,1
387082,0.645,0.652,Type 1 Diabetes,0.75,868,3
573,0.538,0.87,Breast Cancer,0.75,869,1
6855,0.42,0.957,Schizophrenias,0.75,870,14
7490,0.378,0.913,Breast Cancer,0.75,871,1
1191,0.39,0.913,Breast Cancer,0.75,74,1
6506,0.469,0.913,Schizophrenias,0.75,622,14
672,0.341,0.957,Lung Cancer,0.75,8,19
4129,0.484,0.957,Schizophrenias,0.75,88,14
1718,0.482,0.87,Alzheimer Disease,0.75,872,2
2876,0.423,0.913,Breast Cancer,0.75,262,1
26058,0.624,0.652,Parkinson Disease,0.75,873,4
3117,0.443,0.913,Systemic lupus erythematosus,0.75,221,15
6125,0.536,0.826,Sickle Cell Anemia,0.75,874,17
9201,0.504,0.87,Colorectal Cancer,0.75,875,7
1436,0.335,0.957,Breast Cancer,0.75,184,1
7097,0.363,0.913,Rheumatoid arthritis,0.75,738,10
2956,0.434,0.913,Breast Cancer,0.75,200,1
7447,0.598,0.522,Alzheimer Disease,0.75,876,2
2580,0.717,0.522,Parkinson Disease,0.75,877,4
25800,0.577,0.739,Breast Cancer,0.75,878,1
407007,0.486,0.87,Breast Cancer,0.75,879,1
7078,0.426,0.87,Breast Cancer,0.75,880,1
9611,0.475,0.913,Breast Cancer,0.75,881,1
4361,0.504,0.87,Breast Cancer,0.75,301,1
6507,0.385,0.957,Schizophrenias,0.75,701,14
9722,0.584,0.783,Schizophrenias,0.75,882,14
6750,0.352,0.913,Schizophrenias,0.75,883,14
650,0.415,0.913,Breast Cancer,0.75,884,1
7133,0.396,0.913,Type 2 Diabetes,0.75,885,0
51176,0.454,0.87,Colorectal Cancer,0.75,886,7
8398,0.482,0.957,Parkinson Disease,0.75,887,4
2167,0.437,0.913,Breast Cancer,0.75,888,1
1591,0.459,0.87,Breast Cancer,0.75,544,1
406913,0.447,0.913,Breast Cancer,0.75,551,1
6093,0.494,0.913,Breast Cancer,0.75,889,1
348,0.326,0.957,Amyotrophic Lateral Sclerosis (ALS),0.75,6,8
5395,0.461,0.913,Breast Cancer,0.75,692,1
2956,0.434,0.913,Breast Cancer,0.75,200,1
217,0.425,0.957,Alzheimer Disease,0.75,739,2
8038,0.53,0.783,Breast Cancer,0.75,890,1
4089,0.367,0.87,Lung Cancer,0.75,106,19
6648,0.353,1.0,Colorectal Cancer,0.75,250,7
10397,0.486,0.826,Breast Cancer,0.75,891,1
6135,0.534,0.783,Sickle Cell Anemia,0.75,892,17
6926,0.499,0.826,Breast Cancer,0.75,893,1
10765,0.508,0.87,Breast Cancer,0.75,894,1
4792,0.436,0.913,Breast Cancer,0.75,895,1
4512,0.419,0.913,Colorectal Cancer,0.75,896,7
407021,0.461,0.87,Breast Cancer,0.75,897,1
6794,0.401,0.913,Colorectal Cancer,0.75,327,7
5027,0.419,0.87,Bipolar Disorder,0.75,898,16
1814,0.478,0.913,Bipolar Disorder,0.75,111,16
6581,0.436,0.913,Type 2 Diabetes,0.75,899,0
117289,0.686,0.565,Rheumatoid arthritis,0.75,900,10
217,0.425,0.957,Colorectal Cancer,0.75,739,7
8289,0.415,0.913,Breast Cancer,0.75,901,1
1474,0.553,0.783,Breast Cancer,0.75,902,1
7332,0.583,0.783,Systemic lupus erythematosus,0.75,903,15
675,0.355,0.957,Lung Cancer,0.75,9,19
406984,0.519,0.826,Breast Cancer,0.75,904,1
2885,0.529,0.783,Breast Cancer,0.75,905,1
2065,0.389,0.913,Schizophrenias,0.75,68,14
8289,0.415,0.913,Breast Cancer,0.75,901,1
9839,0.428,0.913,Breast Cancer,0.75,906,1
494324,0.471,0.913,Type 2 Diabetes,0.75,907,0
7852,0.348,0.913,Rheumatoid arthritis,0.75,401,10
29058,0.727,0.261,Parkinson Disease,0.75,908,4
4855,0.499,0.913,Breast Cancer,0.75,291,1
3077,0.42,0.913,Type 2 Diabetes,0.75,397,0
282706,0.657,0.435,Bipolar Disorder,0.75,846,16
1386,0.453,0.913,Breast Cancer,0.75,909,1
2562,0.53,0.826,Epilepsies,0.75,910,13
23314,0.443,0.913,Colorectal Cancer,0.75,911,7
836,0.363,0.913,Parkinson Disease,0.75,608,4
718,0.413,0.913,Type 2 Diabetes,0.75,349,0
2908,0.373,0.957,Schizophrenias,0.75,665,14
1571,0.443,0.957,Colorectal Cancer,0.75,912,7
2056,0.338,0.957,Alzheimer Disease,0.75,576,2
406902,0.455,0.957,Breast Cancer,0.75,913,1
115019,0.609,0.652,Cystic Fibrosis,0.75,914,5
10320,0.479,0.87,Colorectal Cancer,0.75,915,7
54658,0.449,0.957,Breast Cancer,0.75,916,1
2899,0.584,0.783,Schizophrenias,0.75,917,14
4595,0.459,0.87,Colorectal Cancer,0.75,918,7
79068,0.425,0.957,Cardiovascular Diseases,0.75,80,12
4922,0.471,0.87,Schizophrenias,0.75,919,14
2879,0.458,0.913,Breast Cancer,0.75,455,1
89832,0.573,0.826,Schizophrenias,0.75,920,14
356,0.368,0.913,Rheumatoid arthritis,0.75,921,10
5268,0.439,0.87,Colorectal Cancer,0.75,808,7
7010,0.424,0.913,Breast Cancer,0.75,922,1
26227,0.467,0.913,Breast Cancer,0.75,923,1
114327,0.631,0.565,Epilepsies,0.75,924,13
2778,0.379,0.957,Colorectal Cancer,0.75,555,7
335,0.365,0.913,Systemic lupus erythematosus,0.75,824,15
5444,0.407,1.0,Breast Cancer,0.75,341,1
6505,0.552,0.826,Schizophrenias,0.75,925,14
116,0.475,0.957,Schizophrenias,0.75,926,14
1960,0.62,0.826,Schizophrenias,0.75,927,14
355,0.33,0.913,Alzheimer Disease,0.75,101,2
3161,0.513,0.87,Breast Cancer,0.75,703,1
3875,0.447,0.913,Breast Cancer,0.75,928,1
136259,0.624,0.522,Type 2 Diabetes,0.75,929,0
7434,0.586,0.826,Schizophrenias,0.75,930,14
1128,0.627,0.783,Schizophrenias,0.75,931,14
10059,0.46,0.913,Parkinson Disease,0.75,932,4
8412,0.595,0.783,Breast Cancer,0.75,933,1
1268,0.432,0.957,Huntington Disease,0.75,430,6
8289,0.415,0.913,Colorectal Cancer,0.75,901,7
563,0.522,0.913,Prostate Cancer,0.75,934,20
1843,0.471,0.913,Breast Cancer,0.75,935,1
4088,0.398,0.913,Colorectal Cancer,0.75,936,7
5781,0.383,0.913,Colorectal Cancer,0.75,937,7
3359,0.502,0.957,Schizophrenias,0.75,938,14
27250,0.477,0.913,Breast Cancer,0.75,939,1
26291,0.429,0.957,Type 1 Diabetes,0.75,197,3
7161,0.451,0.87,Colorectal Cancer,0.75,557,7
8128,0.608,0.696,Schizophrenias,0.75,940,14
3456,0.399,0.913,Breast Cancer,0.75,554,1
1812,0.491,0.913,Bipolar Disorder,0.75,631,16
2248,0.483,0.87,Breast Cancer,0.75,941,1
8314,0.422,0.913,Breast Cancer,0.75,942,1
406,0.478,0.957,Bipolar Disorder,0.75,943,16
2050,0.48,0.826,Breast Cancer,0.75,944,1
56999,0.59,0.826,Type 2 Diabetes,0.75,945,0
4204,0.405,0.957,Systemic lupus erythematosus,0.75,249,15
121278,0.526,0.826,Schizophrenias,0.75,707,14
3363,0.554,0.826,Schizophrenias,0.75,946,14
1788,0.4,0.957,Breast Cancer,0.75,947,1
885,0.46,0.913,Schizophrenias,0.75,948,14
659,0.43,0.87,Breast Cancer,0.75,949,1
695,0.416,0.913,Breast Cancer,0.75,950,1
10320,0.479,0.87,Systemic lupus erythematosus,0.75,915,15
8313,0.488,0.87,Breast Cancer,0.75,258,1
5879,0.412,0.957,Colorectal Cancer,0.75,727,7
4088,0.398,0.913,Colorectal Cancer,0.75,936,7
2934,0.443,0.913,Breast Cancer,0.75,951,1
1739,0.556,0.826,Schizophrenias,0.75,952,14
3593,0.315,0.957,Schizophrenias,0.75,525,14
847,0.35,1.0,Systemic lupus erythematosus,0.75,254,15
7097,0.363,0.913,Colorectal Cancer,0.75,738,7
10631,0.399,0.913,Colorectal Cancer,0.75,953,7
1728,0.439,0.913,Colorectal Cancer,0.75,521,7
1490,0.395,0.913,Rheumatoid arthritis,0.75,954,10
5444,0.407,1.0,Rheumatoid arthritis,0.75,341,10
640,0.553,0.826,Rheumatoid arthritis,0.75,156,10
10666,0.525,0.826,Systemic lupus erythematosus,0.75,955,15
4311,0.349,0.957,Breast Cancer,0.75,207,1
3090,0.5,0.826,Breast Cancer,0.75,956,1
5443,0.324,0.957,Epilepsies,0.75,574,13
1594,0.425,0.913,Type 1 Diabetes,0.75,957,3
4919,0.486,0.913,Breast Cancer,0.75,558,1
2023,0.462,0.913,Breast Cancer,0.75,481,1
3077,0.42,0.913,Parkinson Disease,0.75,397,4
217,0.425,0.957,Parkinson Disease,0.75,739,4
650,0.415,0.913,Colorectal Cancer,0.75,884,7
8863,0.526,0.87,Bipolar Disorder,0.75,958,16
10481,0.545,0.826,Breast Cancer,0.75,959,1
3094,0.54,0.87,Schizophrenias,0.75,960,14
2057,0.468,0.87,Breast Cancer,0.75,961,1
1374,0.503,0.913,Breast Cancer,0.75,745,1
23237,0.564,0.87,Schizophrenias,0.75,962,14
2173,0.584,0.739,Breast Cancer,0.75,963,1
2891,0.53,0.826,Schizophrenias,0.75,964,14
1571,0.443,0.957,Parkinson Disease,0.75,912,4
3240,0.362,0.957,Breast Cancer,0.75,351,1
29925,0.544,0.913,Duchenne Muscular Dystrophy,0.75,965,9
51176,0.454,0.87,Breast Cancer,0.75,886,1
208,0.46,0.87,Prostate Cancer,0.75,166,20
3756,0.493,0.87,Breast Cancer,0.75,740,1
3654,0.482,0.913,Rheumatoid arthritis,0.75,698,10
4853,0.43,0.87,Breast Cancer,0.75,686,1
5395,0.461,0.913,Breast Cancer,0.75,692,1
2155,0.444,0.913,Type 2 Diabetes,0.75,966,0
2261,0.349,0.913,Colorectal Cancer,0.75,731,7
688,0.493,0.826,Colorectal Cancer,0.75,967,7
4852,0.41,0.957,Cardiovascular Diseases,0.75,373,12
8836,0.5,0.913,Rheumatoid arthritis,0.75,968,10
6272,0.501,0.783,Cardiovascular Diseases,0.75,969,12
2100,0.373,0.913,Parkinson Disease,0.75,185,4
3014,0.498,0.87,Breast Cancer,0.75,970,1
699,0.487,0.87,Colorectal Cancer,0.75,471,7
1719,0.485,0.913,Breast Cancer,0.75,971,1
1132,0.696,0.522,Schizophrenias,0.75,972,14
406933,0.498,0.87,Breast Cancer,0.75,973,1
472,0.352,0.913,Colorectal Cancer,0.75,48,7
688,0.493,0.826,Colorectal Cancer,0.75,967,7
57142,0.499,0.913,Schizophrenias,0.75,974,14
23405,0.396,0.913,Colorectal Cancer,0.75,840,7
9839,0.428,0.913,Colorectal Cancer,0.75,906,7
5292,0.458,0.87,Breast Cancer,0.75,975,1
6671,0.585,0.652,Schizophrenias,0.75,976,14
4485,0.471,0.826,Breast Cancer,0.75,977,1
1364,0.474,0.826,Breast Cancer,0.75,978,1
10542,0.564,0.783,Breast Cancer,0.75,979,1
176,0.484,0.87,Rheumatoid arthritis,0.75,980,10
7099,0.321,0.957,Schizophrenias,0.75,346,14
5979,0.366,0.913,Colorectal Cancer,0.75,565,7
29992,0.744,0.478,Alzheimer Disease,0.75,981,2
29801,0.717,0.609,Schizophrenias,0.75,982,14
1499,0.278,0.913,Schizophrenias,0.75,27,14
6414,0.497,0.826,Colorectal Cancer,0.75,983,7
255239,0.566,0.739,Schizophrenias,0.75,984,14
8864,0.482,0.957,Breast Cancer,0.75,985,1
3491,0.45,0.826,Rheumatoid arthritis,0.75,986,10
3560,0.458,0.87,Rheumatoid arthritis,0.75,987,10
4317,0.45,0.913,Breast Cancer,0.75,988,1
5290,0.275,0.957,Schizophrenias,0.75,18,14
6423,0.496,0.739,Breast Cancer,0.75,791,1
10916,0.617,0.739,Breast Cancer,0.75,989,1
5071,0.405,0.913,Lung Cancer,0.75,19,19
340533,0.56,0.652,Epilepsies,0.75,990,13
2316,0.387,0.913,Breast Cancer,0.75,758,1
8809,0.364,0.913,Schizophrenias,0.75,991,14
21,0.46,0.87,Breast Cancer,0.75,992,1
1003,0.481,0.913,Breast Cancer,0.75,993,1
9456,0.559,0.913,Schizophrenias,0.75,994,14
4729,0.615,0.609,Bipolar Disorder,0.75,995,16
407018,0.472,0.826,Type 2 Diabetes,0.75,996,0
1181,0.541,0.87,Epilepsies,0.75,997,13
11200,0.42,0.913,Lung Cancer,0.75,60,19
2944,0.368,1.0,Systemic lupus erythematosus,0.75,323,15
10215,0.542,0.739,Schizophrenias,0.75,998,14
27306,0.381,0.913,Schizophrenias,0.75,999,14
2249,0.535,0.87,Breast Cancer,0.75,1000,1
156,0.49,0.913,Cardiovascular Diseases,0.75,1001,12
3123,0.375,0.957,Schizophrenias,0.75,49,14
57661,0.7,0.565,Systemic lupus erythematosus,0.75,1002,15
57030,0.647,0.522,Schizophrenias,0.75,1003,14
4320,0.501,0.87,Colorectal Cancer,0.75,1004,7
10558,0.564,0.696,Amyotrophic Lateral Sclerosis (ALS),0.75,1005,8
3725,0.359,0.957,Schizophrenias,0.75,407,14
3123,0.375,0.957,Parkinson Disease,0.75,49,4
3280,0.475,0.87,Breast Cancer,0.75,1006,1
10611,0.542,0.913,Schizophrenias,0.75,1007,14
6198,0.43,0.913,Colorectal Cancer,0.75,1008,7
84951,0.624,0.391,Colorectal Cancer,0.75,1009,7
112755,0.614,0.478,Epilepsies,0.75,1010,13
2900,0.6,0.826,Schizophrenias,0.75,1011,14
7150,0.52,0.87,Breast Cancer,0.75,1012,1
150,0.506,0.913,Schizophrenias,0.75,723,14
6571,0.514,0.826,Schizophrenias,0.75,240,14
597,0.498,0.87,Breast Cancer,0.75,1013,1
4363,0.441,0.913,Colorectal Cancer,0.75,514,7
10611,0.542,0.913,Bipolar Disorder,0.75,1007,16
11188,0.615,0.696,Breast Cancer,0.75,1014,1
10457,0.507,0.826,Breast Cancer,0.75,567,1
2952,0.389,0.957,Parkinson Disease,0.75,332,4
10660,0.438,0.913,Breast Cancer,0.75,1015,1
144165,0.564,0.87,Epilepsies,0.75,1016,13
2952,0.389,0.957,Schizophrenias,0.75,332,14
84909,0.45,0.913,Breast Cancer,0.75,1017,1
9821,0.576,0.783,Breast Cancer,0.75,398,1
10058,0.472,0.87,Breast Cancer,0.75,1018,1
6197,0.496,0.87,Breast Cancer,0.75,1019,1
7133,0.396,0.913,Schizophrenias,0.75,885,14
7040,0.264,0.913,Duchenne Muscular Dystrophy,0.75,82,9
2888,0.689,0.478,Type 2 Diabetes,0.75,1020,0
58508,0.466,0.87,Colorectal Cancer,0.75,1021,7
135,0.472,0.957,Schizophrenias,0.75,1022,14
6558,0.523,0.87,Epilepsies,0.75,1023,13
1269,0.452,0.913,Schizophrenias,0.75,1024,14
5742,0.466,0.913,Breast Cancer,0.75,1025,1
406909,0.475,0.913,Alzheimer Disease,0.75,1026,2
6929,0.48,0.913,Colorectal Cancer,0.75,772,7
54915,0.541,0.826,Colorectal Cancer,0.75,1027,7
94234,0.577,0.783,Breast Cancer,0.75,1028,1
4099,0.519,0.87,Schizophrenias,0.75,1029,14
8243,0.475,0.87,Epilepsies,0.75,1030,13
780,0.482,0.957,Breast Cancer,0.75,1031,1
8224,0.645,0.609,Schizophrenias,0.75,1032,14
1244,0.45,0.913,Colorectal Cancer,0.75,1033,7
55315,0.513,0.87,Type 1 Diabetes,0.75,1034,3
7226,0.508,0.87,Bipolar Disorder,0.75,1035,16
2902,0.452,0.957,Bipolar Disorder,0.75,1036,16
1902,0.52,0.913,Breast Cancer,0.75,1037,1
27030,0.6,0.609,Colorectal Cancer,0.75,1038,7
1080,0.381,0.913,Colorectal Cancer,0.75,7,7
4049,0.414,0.913,Breast Cancer,0.75,678,1
116443,0.458,0.87,Bipolar Disorder,0.75,403,16
3757,0.474,0.913,Schizophrenias,0.75,1039,14
10371,0.422,0.913,Breast Cancer,0.75,1040,1
2289,0.492,0.957,Bipolar Disorder,0.75,1041,16
1068,0.58,0.87,Schizophrenias,0.75,1042,14
5971,0.539,0.826,Breast Cancer,0.75,1043,1
9510,0.499,0.826,Breast Cancer,0.75,1044,1
4163,0.577,0.696,Colorectal Cancer,0.75,1045,7
23210,0.575,0.739,Breast Cancer,0.75,1046,1
972,0.462,0.913,Breast Cancer,0.75,1047,1
1654,0.469,0.913,Breast Cancer,0.75,1048,1
629,0.459,0.913,Systemic lupus erythematosus,0.75,1049,15
3075,0.417,0.913,Cardiovascular Diseases,0.75,470,12
26039,0.559,0.87,Amyotrophic Lateral Sclerosis (ALS),0.75,1050,8
2733,0.593,0.783,Amyotrophic Lateral Sclerosis (ALS),0.75,1051,8
154,0.421,0.957,Cystic Fibrosis,0.75,1052,5
6927,0.392,0.913,Breast Cancer,0.75,87,1
7486,0.503,0.826,Breast Cancer,0.75,1053,1
51150,0.59,0.87,Schizophrenias,0.75,1054,14
54806,0.5,0.87,Schizophrenias,0.75,1055,14
43,0.42,0.957,Schizophrenias,0.75,35,14
7376,0.494,0.87,Type 2 Diabetes,0.75,1056,0
283455,0.682,0.609,Type 2 Diabetes,0.75,1057,0
5813,0.551,0.826,Epilepsies,0.75,1058,13
721,0.478,0.87,Rheumatoid arthritis,0.75,292,10
9572,0.535,0.826,Bipolar Disorder,0.75,1059,16
1674,0.412,0.913,Duchenne Muscular Dystrophy,0.75,1060,9
2914,0.6,0.739,Schizophrenias,0.75,1061,14
329,0.499,0.87,Breast Cancer,0.75,778,1
1137,0.548,0.652,Schizophrenias,0.75,1062,14
958,0.389,0.957,Breast Cancer,0.75,155,1
554210,0.541,0.826,Breast Cancer,0.75,1063,1
596,0.299,0.913,Schizophrenias,0.75,54,14
8863,0.526,0.87,Breast Cancer,0.75,958,1
5999,0.588,0.739,Bipolar Disorder,0.75,1064,16
208,0.46,0.87,Colorectal Cancer,0.75,166,7
23237,0.564,0.87,Alzheimer Disease,0.75,962,2
5027,0.419,0.87,Colorectal Cancer,0.75,898,7
914,0.477,0.783,Rheumatoid arthritis,0.75,1065,10
5362,0.457,0.913,Schizophrenias,0.75,1066,14
54820,0.541,0.739,Schizophrenias,0.75,1067,14
57016,0.424,0.913,Colorectal Cancer,0.75,1068,7
10,0.439,0.957,Systemic lupus erythematosus,0.75,716,15
5187,0.521,0.957,Breast Cancer,0.75,1069,1
25830,0.679,0.696,Schizophrenias,0.75,1070,14
213,0.278,0.957,Cardiovascular Diseases,0.75,202,12
7466,0.504,0.913,Bipolar Disorder,0.75,278,16
2041,0.522,0.87,Colorectal Cancer,0.75,664,7
6997,0.473,0.87,Colorectal Cancer,0.75,1071,7
23394,0.51,0.87,Schizophrenias,0.75,1072,14
26191,0.435,0.957,Hypothyroidism,0.75,93,18
5108,0.645,0.696,Schizophrenias,0.75,1073,14
4916,0.454,0.87,Colorectal Cancer,0.75,1074,7
2820,0.639,0.739,Type 2 Diabetes,0.75,1075,0
11254,0.593,0.696,Cystic Fibrosis,0.75,1076,5
84867,0.52,0.87,Schizophrenias,0.75,1077,14
5173,0.499,0.87,Schizophrenias,0.75,1078,14
5727,0.38,0.913,Breast Cancer,0.75,1079,1
6720,0.446,0.913,Schizophrenias,0.75,251,14
1523,0.519,0.87,Breast Cancer,0.75,1080,1
7498,0.468,0.913,Breast Cancer,0.75,1081,1
406928,0.485,0.913,Bipolar Disorder,0.75,503,16
4240,0.509,0.826,Breast Cancer,0.75,1082,1
6532,0.392,0.957,Bipolar Disorder,0.75,145,16
3417,0.407,0.913,Colorectal Cancer,0.75,1083,7
2898,0.541,0.913,Huntington Disease,0.75,1084,6
9993,0.563,0.87,Schizophrenias,0.75,1085,14
54487,0.542,0.957,Schizophrenias,0.75,1086,14
811,0.399,0.913,Colorectal Cancer,0.75,1087,7
1728,0.439,0.913,Parkinson Disease,0.75,521,4
1544,0.445,0.913,Type 2 Diabetes,0.75,656,0
3361,0.602,0.739,Schizophrenias,0.75,1088,14
157,0.59,0.826,Bipolar Disorder,0.75,1089,16
7422,0.247,0.957,Cardiovascular Diseases,0.75,226,12
2784,0.518,0.87,Type 2 Diabetes,0.75,1090,0
5126,0.627,0.696,Type 2 Diabetes,0.75,1091,0
1719,0.485,0.913,Colorectal Cancer,0.75,971,7
6570,0.635,0.522,Bipolar Disorder,0.75,490,16
50615,0.538,0.87,Systemic lupus erythematosus,0.75,1092,15
5078,0.612,0.739,Type 1 Diabetes,0.75,163,3
6671,0.585,0.652,Bipolar Disorder,0.75,976,16
53335,0.479,0.913,Schizophrenias,0.75,1093,14
1267,0.542,0.87,Schizophrenias,0.75,1094,14
842,0.456,0.913,Colorectal Cancer,0.75,1095,7
2056,0.338,0.957,Cardiovascular Diseases,0.75,576,12
1129,0.595,0.826,Schizophrenias,0.75,1096,14
4771,0.443,0.957,Colorectal Cancer,0.75,721,7
54567,0.501,0.826,Breast Cancer,0.75,1097,1
23774,0.609,0.783,Bipolar Disorder,0.75,311,16
406967,0.524,0.913,Type 2 Diabetes,0.75,1098,0
2026,0.375,0.913,Schizophrenias,0.75,1099,14
3304,0.484,0.913,Schizophrenias,0.75,782,14
156,0.49,0.913,Rheumatoid arthritis,0.75,1001,10
8557,0.594,0.739,Duchenne Muscular Dystrophy,0.75,1100,9
9415,0.522,0.87,Bipolar Disorder,0.75,1101,16
4978,0.577,0.783,Schizophrenias,0.75,1102,14
5795,0.544,0.913,Colorectal Cancer,0.75,1103,7
3562,0.436,0.87,Rheumatoid arthritis,0.75,1104,10
4915,0.444,0.957,Bipolar Disorder,0.75,394,16
3861,0.46,0.87,Breast Cancer,0.75,1105,1
3973,0.491,0.826,Breast Cancer,0.75,1106,1
1804,0.549,0.826,Amyotrophic Lateral Sclerosis (ALS),0.75,1107,8
8831,0.532,0.652,Schizophrenias,0.75,369,14
2100,0.373,0.913,Schizophrenias,0.75,185,14
7353,0.538,0.826,Schizophrenias,0.75,1108,14
2641,0.351,0.957,Cardiovascular Diseases,0.75,177,12
1501,0.522,0.87,Schizophrenias,0.75,1109,14
7391,0.563,0.739,Cardiovascular Diseases,0.75,1110,12
23054,0.589,0.826,Breast Cancer,0.75,1111,1
1293,0.501,0.87,Duchenne Muscular Dystrophy,0.75,1112,9
6352,0.376,0.957,Type 1 Diabetes,0.75,1113,3
2915,0.494,0.957,Bipolar Disorder,0.75,245,16
2244,0.336,0.957,Parkinson Disease,0.75,195,4
5428,0.436,0.957,Bipolar Disorder,0.75,300,16
7067,0.462,0.913,Hypothyroidism,0.75,1114,18
5320,0.472,0.87,Colorectal Cancer,0.75,1115,7
6696,0.326,0.913,Cardiovascular Diseases,0.75,357,12
7076,0.359,0.913,Cardiovascular Diseases,0.75,1116,12
