geneNcbiID,geneDSI,geneDPI,diseaseName,score,gene_index,disease_index
2784,0.519,0.87,Type 2 Diabetes,0.75,1061,0
1719,0.485,0.913,Colorectal Cancer,0.75,942,7
6570,0.635,0.522,Bipolar Disorder,0.75,463,15
157,0.591,0.783,Bipolar Disorder,0.75,1062,15
1728,0.439,0.913,Parkinson Disease,0.75,496,4
1544,0.446,0.913,Type 2 Diabetes,0.75,751,0
5078,0.612,0.739,Type 1 Diabetes,0.75,153,2
54567,0.501,0.826,Breast Cancer,0.75,1063,1
1129,0.595,0.826,Schizophrenias,0.75,1064,13
406967,0.524,0.913,Type 2 Diabetes,0.75,1065,0
50615,0.538,0.87,Systemic lupus erythematosus,0.75,1066,16
2026,0.375,0.913,Schizophrenias,0.75,1067,13
842,0.457,0.913,Colorectal Cancer,0.75,1068,7
23774,0.61,0.783,Bipolar Disorder,0.75,303,15
1267,0.544,0.87,Schizophrenias,0.75,1069,13
2056,0.338,0.957,Cardiovascular Diseases,0.75,558,14
4771,0.444,0.957,Colorectal Cancer,0.75,682,7
6671,0.588,0.652,Bipolar Disorder,0.75,953,15
53335,0.479,0.913,Schizophrenias,0.75,1070,13
3304,0.484,0.913,Schizophrenias,0.75,731,13
26191,0.435,0.957,Hypothyroidism,0.75,83,18
8557,0.594,0.739,Duchenne Muscular Dystrophy,0.75,1071,9
156,0.49,0.913,Rheumatoid arthritis,0.75,977,10
4978,0.577,0.783,Schizophrenias,0.75,1072,13
5795,0.546,0.913,Colorectal Cancer,0.75,1073,7
3562,0.437,0.87,Rheumatoid arthritis,0.75,1074,10
3861,0.459,0.87,Breast Cancer,0.75,1075,1
1804,0.549,0.826,Amyotrophic Lateral Sclerosis (ALS),0.75,1076,8
4915,0.445,0.957,Bipolar Disorder,0.75,367,15
3973,0.492,0.826,Breast Cancer,0.75,1077,1
8831,0.534,0.652,Schizophrenias,0.75,349,13
9415,0.523,0.87,Bipolar Disorder,0.75,1078,15
6352,0.377,0.957,Type 1 Diabetes,0.75,1079,2
1293,0.501,0.87,Duchenne Muscular Dystrophy,0.75,1080,9
2876,0.423,0.913,Parkinson Disease,0.75,251,4
2641,0.353,0.957,Cardiovascular Diseases,0.75,166,14
2100,0.373,0.913,Schizophrenias,0.75,174,13
1501,0.522,0.87,Schizophrenias,0.75,1081,13
7353,0.538,0.826,Schizophrenias,0.75,1082,13
23054,0.59,0.826,Breast Cancer,0.75,1083,1
2915,0.494,0.957,Bipolar Disorder,0.75,237,15
2244,0.336,0.957,Parkinson Disease,0.75,186,4
7391,0.564,0.739,Cardiovascular Diseases,0.75,1084,14
6696,0.327,0.913,Cardiovascular Diseases,0.75,390,14
7067,0.463,0.913,Hypothyroidism,0.75,1085,18
5320,0.473,0.87,Colorectal Cancer,0.75,1086,7
7076,0.359,0.913,Cardiovascular Diseases,0.75,1087,14
9900,0.577,0.739,Schizophrenias,0.75,1088,13
3458,0.271,1.0,Bipolar Disorder,0.75,103,15
1674,0.412,0.913,Breast Cancer,0.75,1026,1
356,0.368,0.913,Type 2 Diabetes,0.75,889,0
1129,0.595,0.826,Bipolar Disorder,0.75,1064,15
929,0.379,0.957,Cystic Fibrosis,0.75,1089,5
5058,0.462,0.913,Schizophrenias,0.75,792,13
9559,0.744,0.435,Type 2 Diabetes,0.75,1090,0
181,0.478,0.957,Type 2 Diabetes,0.75,1091,0
4535,0.476,0.87,Bipolar Disorder,0.75,706,15
2729,0.491,0.913,Type 2 Diabetes,0.75,1092,0
6194,0.53,0.826,Breast Cancer,0.75,1093,1
93663,0.704,0.478,Schizophrenias,0.75,1094,13
478,0.492,0.87,Bipolar Disorder,0.75,304,15
3575,0.454,0.826,Breast Cancer,0.7000000000000001,1095,1
213,0.278,0.957,Epilepsies,0.7000000000000001,194,12
916,0.386,0.957,Rheumatoid arthritis,0.7000000000000001,1096,10
3479,0.284,0.957,Bipolar Disorder,0.7000000000000001,71,15
351,0.381,0.957,Bipolar Disorder,0.7000000000000001,5,15
10891,0.419,0.957,Cardiovascular Diseases,0.7000000000000001,125,14
2670,0.365,0.913,Bipolar Disorder,0.7000000000000001,353,15
2147,0.333,0.957,Rheumatoid arthritis,0.7000000000000001,517,10
1234,0.403,0.913,Colorectal Cancer,0.7000000000000001,515,7
3570,0.419,0.87,Schizophrenias,0.7000000000000001,320,13
2952,0.389,0.957,Cardiovascular Diseases,0.7000000000000001,569,14
3439,0.35,0.957,Colorectal Cancer,0.7000000000000001,1097,7
1576,0.413,0.957,Schizophrenias,0.7000000000000001,745,13
1577,0.462,0.957,Schizophrenias,0.7000000000000001,1098,13
2091,0.598,0.696,Breast Cancer,0.7000000000000001,1099,1
7139,0.491,0.87,Cardiovascular Diseases,0.7000000000000001,1100,14
3572,0.441,0.913,Colorectal Cancer,0.7000000000000001,1101,7
8398,0.483,0.957,Schizophrenias,0.7000000000000001,861,13
3557,0.353,0.957,Cardiovascular Diseases,0.7000000000000001,225,14
6236,0.581,0.826,Breast Cancer,0.7000000000000001,707,1
551,0.36,0.957,Bipolar Disorder,0.7000000000000001,529,15
2289,0.492,0.957,Rheumatoid arthritis,0.7000000000000001,1035,10
1356,0.41,0.957,Rheumatoid arthritis,0.7000000000000001,819,10
9308,0.511,0.87,Rheumatoid arthritis,0.7000000000000001,1102,10
7099,0.321,0.957,Bipolar Disorder,0.7000000000000001,328,15
2626,0.416,0.913,Colorectal Cancer,0.7000000000000001,1103,7
7422,0.247,0.957,Bipolar Disorder,0.7000000000000001,218,15
2784,0.519,0.87,Schizophrenias,0.7000000000000001,1061,13
2596,0.473,0.913,Bipolar Disorder,0.7000000000000001,1104,15
4133,0.497,0.87,Bipolar Disorder,0.7000000000000001,1105,15
540,0.469,0.913,Colorectal Cancer,0.7000000000000001,1106,7
11186,0.416,0.913,Breast Cancer,0.7,1107,1
1139,0.457,0.957,Alzheimer Disease,0.7,108,3
4035,0.456,0.913,Alzheimer Disease,0.7,1108,3
1586,0.448,0.913,Breast Cancer,0.7,768,1
6776,0.436,0.87,Breast Cancer,0.7,1109,1
4780,0.351,0.913,Alzheimer Disease,0.7,469,3
355,0.33,0.913,Breast Cancer,0.7,90,1
1509,0.418,0.913,Alzheimer Disease,0.7,565,3
4312,0.368,0.913,Breast Cancer,0.7,484,1
1471,0.381,0.913,Alzheimer Disease,0.7,475,3
598,0.392,0.913,Breast Cancer,0.7,406,1
324,0.364,0.913,Breast Cancer,0.7,33,1
5889,0.488,0.87,Breast Cancer,0.7,580,1
4804,0.416,0.913,Alzheimer Disease,0.7,1110,3
5970,0.398,0.957,Breast Cancer,0.7,1111,1
860,0.418,0.913,Breast Cancer,0.7,1112,1
3486,0.379,0.913,Colorectal Cancer,0.7,339,7
283120,0.395,0.913,Breast Cancer,0.7,787,1
4214,0.515,0.783,Breast Cancer,0.7,788,1
5649,0.452,0.957,Alzheimer Disease,0.7,197,3
5664,0.474,0.87,Breast Cancer,0.7,65,1
3162,0.343,0.957,Alzheimer Disease,0.7,248,3
836,0.363,0.913,Alzheimer Disease,0.7,880,3
3643,0.395,0.913,Alzheimer Disease,0.7,60,3
5058,0.462,0.913,Breast Cancer,0.7,792,1
983,0.452,0.913,Breast Cancer,0.7,1113,1
1636,0.306,0.957,Breast Cancer,0.7,40,1
374,0.454,0.826,Breast Cancer,0.7,791,1
1890,0.435,0.87,Colorectal Cancer,0.7,1114,7
2185,0.424,0.913,Breast Cancer,0.7,606,1
1432,0.379,0.913,Colorectal Cancer,0.7,815,7
891,0.46,0.913,Breast Cancer,0.7,1115,1
6772,0.379,0.913,Breast Cancer,0.7,542,1
4089,0.367,0.87,Breast Cancer,0.7,96,1
6506,0.47,0.913,Amyotrophic Lateral Sclerosis (ALS),0.7,622,8
4914,0.387,0.957,Alzheimer Disease,0.7,455,3
7099,0.321,0.957,Breast Cancer,0.7,328,1
10111,0.517,0.826,Breast Cancer,0.7,806,1
5892,0.58,0.652,Breast Cancer,0.7,808,1
4128,0.425,0.957,Alzheimer Disease,0.7,487,3
3606,0.341,0.957,Breast Cancer,0.7,483,1
5465,0.391,0.913,Alzheimer Disease,0.7,196,3
1435,0.339,0.957,Breast Cancer,0.7,1116,1
7516,0.483,0.913,Breast Cancer,0.7,1117,1
7421,0.336,0.957,Rheumatoid arthritis,0.7,191,10
355,0.33,0.913,Rheumatoid arthritis,0.7,90,10
183,0.339,0.957,Breast Cancer,0.7,88,1
5610,0.445,0.913,Alzheimer Disease,0.7,1118,3
864,0.434,0.913,Breast Cancer,0.7,1119,1
208,0.46,0.87,Breast Cancer,0.7,156,1
3480,0.349,0.913,Alzheimer Disease,0.7,177,3
1437,0.299,0.957,Schizophrenias,0.7,485,13
836,0.363,0.913,Colorectal Cancer,0.7,880,7
5444,0.408,1.0,Alzheimer Disease,0.7,275,3
1557,0.431,0.957,Breast Cancer,0.7,548,1
1789,0.424,0.913,Breast Cancer,0.7,1120,1
348,0.326,0.957,Breast Cancer,0.7,6,1
4846,0.361,1.0,Breast Cancer,0.7,123,1
596,0.3,0.913,Alzheimer Disease,0.7,209,3
4128,0.425,0.957,Bipolar Disorder,0.7,487,15
5521,0.469,0.913,Alzheimer Disease,0.7,695,3
4255,0.396,0.913,Breast Cancer,0.7,1121,1
1827,0.546,0.87,Alzheimer Disease,0.7,1122,3
18,0.427,0.957,Alzheimer Disease,0.7,609,3
5395,0.463,0.913,Breast Cancer,0.7,652,1
3488,0.504,0.913,Breast Cancer,0.7,1123,1
4595,0.459,0.87,Breast Cancer,0.7,900,1
894,0.445,0.913,Breast Cancer,0.7,728,1
1493,0.354,0.957,Breast Cancer,0.7,80,1
10664,0.46,0.87,Breast Cancer,0.7,1124,1
1544,0.446,0.913,Breast Cancer,0.7,751,1
3156,0.432,0.913,Alzheimer Disease,0.7,334,3
4830,0.456,0.913,Colorectal Cancer,0.7,1125,7
4314,0.391,0.913,Breast Cancer,0.7,520,1
2876,0.423,0.913,Breast Cancer,0.7,251,1
5965,0.562,0.783,Breast Cancer,0.7,1126,1
4046,0.622,0.609,Breast Cancer,0.7,1127,1
2886,0.584,0.609,Breast Cancer,0.7,1128,1
2597,0.44,0.913,Alzheimer Disease,0.7,1129,3
1588,0.364,0.957,Alzheimer Disease,0.7,167,3
185,0.405,0.913,Breast Cancer,0.7,1130,1
3077,0.42,0.913,Cystic Fibrosis,0.7,370,5
3481,0.336,0.957,Alzheimer Disease,0.7,734,3
6667,0.427,0.913,Colorectal Cancer,0.7,1131,7
322,0.689,0.522,Alzheimer Disease,0.7,1132,3
4968,0.454,0.913,Breast Cancer,0.7,1133,1
4548,0.459,0.913,Breast Cancer,0.7,1134,1
4504,0.549,0.87,Alzheimer Disease,0.7,1135,3
1392,0.417,0.913,Alzheimer Disease,0.7,1136,3
3303,0.374,0.957,Alzheimer Disease,0.7,454,3
142,0.366,0.957,Alzheimer Disease,0.7,175,3
5894,0.407,0.913,Breast Cancer,0.7,762,1
30816,0.555,0.826,Schizophrenias,0.7,1137,13
581,0.364,0.913,Alzheimer Disease,0.7,329,3
6774,0.314,0.913,Alzheimer Disease,0.7,176,3
5321,0.479,0.913,Schizophrenias,0.7,1138,13
4852,0.41,0.957,Alzheimer Disease,0.7,350,3
203062,0.751,0.217,Schizophrenias,0.7,1139,13
6783,0.522,0.913,Breast Cancer,0.7,1140,1
5890,0.555,0.87,Breast Cancer,0.7,1141,1
4915,0.445,0.957,Alzheimer Disease,0.7,367,3
921,0.462,0.826,Rheumatoid arthritis,0.7,1142,10
8911,0.591,0.826,Schizophrenias,0.7,1143,13
4023,0.428,0.87,Alzheimer Disease,0.7,130,3
7298,0.397,0.957,Rheumatoid arthritis,0.7,68,10
400765,0.722,0.348,Schizophrenias,0.7,1144,13
7251,0.545,0.783,Breast Cancer,0.7,637,1
1535,0.492,0.87,Type 2 Diabetes,0.7,1145,0
2821,0.43,0.913,Breast Cancer,0.7,1146,1
4524,0.338,0.913,Parkinson Disease,0.7,216,4
10381,0.427,0.957,Breast Cancer,0.7,1147,1
4842,0.442,0.957,Alzheimer Disease,0.7,427,3
6934,0.457,0.913,Breast Cancer,0.7,36,1
92140,0.487,0.87,Colorectal Cancer,0.7,782,7
10135,0.414,0.913,Colorectal Cancer,0.7,1148,7
9575,0.431,0.957,Alzheimer Disease,0.7,532,3
121278,0.526,0.826,Bipolar Disorder,0.7,911,15
3667,0.453,0.913,Alzheimer Disease,0.7,75,3
4282,0.397,0.957,Breast Cancer,0.7,752,1
7436,0.53,0.826,Alzheimer Disease,0.7,1149,3
1545,0.433,0.913,Colorectal Cancer,0.7,392,7
567,0.368,0.957,Colorectal Cancer,0.7,1150,7
2752,0.455,0.913,Alzheimer Disease,0.7,667,3
7161,0.452,0.87,Breast Cancer,0.7,539,1
1544,0.446,0.913,Colorectal Cancer,0.7,751,7
2072,0.447,0.913,Breast Cancer,0.7,1151,1
718,0.413,0.913,Alzheimer Disease,0.7,331,3
4552,0.469,0.913,Colorectal Cancer,0.7,1152,7
2335,0.349,0.913,Colorectal Cancer,0.7,477,7
1072,0.482,0.913,Breast Cancer,0.7,1153,1
563,0.525,0.913,Prostate Cancer,0.7,1154,20
356,0.368,0.913,Lung Cancer,0.7,889,19
1815,0.483,0.913,Bipolar Disorder,0.7,579,15
5424,0.487,0.913,Breast Cancer,0.7,823,1
6648,0.353,1.0,Schizophrenias,0.7,242,13
133,0.407,0.913,Breast Cancer,0.7,1155,1
1234,0.403,0.913,Breast Cancer,0.7,515,1
83729,0.465,0.87,Breast Cancer,0.7,1156,1
4292,0.383,0.913,Lung Cancer,0.7,35,19
471,0.56,0.913,Rheumatoid arthritis,0.7,1157,10
4088,0.398,0.913,Lung Cancer,0.7,907,19
894,0.445,0.913,Type 2 Diabetes,0.7,728,0
5047,0.471,0.87,Breast Cancer,0.7,1158,1
7980,0.522,0.739,Colorectal Cancer,0.7,1159,7
2932,0.378,0.957,Amyotrophic Lateral Sclerosis (ALS),0.7,55,8
2596,0.473,0.913,Schizophrenias,0.7,1104,13
51094,0.508,0.87,Breast Cancer,0.7,1160,1
1012,0.465,0.957,Breast Cancer,0.7,673,1
10363,0.783,0.304,Type 2 Diabetes,0.7,1161,0
54805,0.625,0.435,Schizophrenias,0.7,1162,13
8626,0.4,0.87,Breast Cancer,0.7,1163,1
185,0.405,0.913,Alzheimer Disease,0.7,1130,3
7494,0.468,0.957,Bipolar Disorder,0.7,805,15
3699,0.633,0.696,Schizophrenias,0.7,1164,13
638,0.554,0.783,Breast Cancer,0.7,1165,1
103,0.485,0.87,Breast Cancer,0.7,1166,1
406996,0.484,0.913,Breast Cancer,0.7,1167,1
7097,0.363,0.913,Breast Cancer,0.7,698,1
841,0.41,0.913,Lung Cancer,0.7,402,19
488,0.501,0.913,Schizophrenias,0.7,1168,13
330,0.481,0.87,Colorectal Cancer,0.7,1169,7
5653,0.528,0.783,Alzheimer Disease,0.7,1170,3
2260,0.339,0.957,Schizophrenias,0.7,219,13
81567,0.513,0.87,Schizophrenias,0.7,1171,13
5655,0.58,0.739,Breast Cancer,0.7,1172,1
3716,0.427,0.913,Colorectal Cancer,0.7,1173,7
2823,0.547,0.913,Schizophrenias,0.7,1174,13
5305,0.633,0.696,Schizophrenias,0.7,1175,13
3606,0.341,0.957,Schizophrenias,0.7,483,13
3490,0.473,0.87,Breast Cancer,0.7,1176,1
23229,0.534,0.87,Epilepsies,0.7,1177,12
54715,0.515,0.913,Schizophrenias,0.7,1178,13
875,0.426,0.957,Cardiovascular Diseases,0.7,1179,14
60468,0.548,0.826,Type 1 Diabetes,0.7,1180,2
7297,0.48,0.87,Type 1 Diabetes,0.7,634,2
7498,0.469,0.913,Cardiovascular Diseases,0.7,1056,14
2950,0.365,0.957,Alzheimer Disease,0.7,192,3
7040,0.264,0.913,Schizophrenias,0.7,74,13
79258,0.584,0.739,Rheumatoid arthritis,0.7,1181,10
1621,0.485,0.957,Bipolar Disorder,0.7,644,15
2944,0.368,1.0,Rheumatoid arthritis,0.7,419,10
3586,0.27,0.957,Colorectal Cancer,0.7,76,7
25824,0.487,0.913,Breast Cancer,0.7,1182,1
1030,0.418,0.957,Breast Cancer,0.7,1183,1
83667,0.459,0.913,Colorectal Cancer,0.7,1184,7
27246,0.704,0.522,Breast Cancer,0.7,1185,1
6364,0.452,0.913,Breast Cancer,0.7,1186,1
5966,0.491,0.913,Rheumatoid arthritis,0.7,1187,10
6095,0.473,0.913,Bipolar Disorder,0.7,1188,15
1719,0.485,0.913,Rheumatoid arthritis,0.7,942,10
6424,0.49,0.783,Type 2 Diabetes,0.7,1189,0
6506,0.47,0.913,Type 2 Diabetes,0.7,622,0
7913,0.509,0.826,Breast Cancer,0.7,1190,1
406943,0.534,0.826,Breast Cancer,0.7,1191,1
3572,0.441,0.913,Rheumatoid arthritis,0.7,1101,10
3105,0.405,0.913,Schizophrenias,0.7,1192,13
2255,0.484,0.87,Breast Cancer,0.7,1193,1
203228,0.502,0.826,Schizophrenias,0.7,29,13
27086,0.444,0.957,Schizophrenias,0.7,1194,13
8914,0.556,0.957,Breast Cancer,0.7,1195,1
8204,0.562,0.826,Breast Cancer,0.7,1196,1
2913,0.563,0.826,Bipolar Disorder,0.7,572,15
7531,0.51,0.87,Schizophrenias,0.7,1197,13
4137,0.351,0.957,PPND,0.7,3,21
9817,0.451,0.913,Breast Cancer,0.7,1198,1
6199,0.645,0.565,Breast Cancer,0.7,1199,1
942,0.424,0.913,Type 1 Diabetes,0.7,1200,2
629,0.46,0.913,Type 1 Diabetes,0.7,1014,2
23705,0.455,0.87,Breast Cancer,0.7,1201,1
840,0.519,0.913,Breast Cancer,0.7,1202,1
1270,0.519,0.913,Schizophrenias,0.7,692,13
406921,0.489,0.913,Breast Cancer,0.7,1203,1
1889,0.51,0.826,Alzheimer Disease,0.7,1204,3
4204,0.405,0.957,Schizophrenias,0.7,239,13
9156,0.521,0.826,Breast Cancer,0.7,1205,1
7052,0.424,0.913,Colorectal Cancer,0.7,841,7
5743,0.323,0.957,Amyotrophic Lateral Sclerosis (ALS),0.7,179,8
1909,0.443,0.913,Type 2 Diabetes,0.7,1206,0
1610,0.556,0.913,Bipolar Disorder,0.7,226,15
5588,0.481,0.913,Rheumatoid arthritis,0.7,1207,10
9463,0.595,0.913,Schizophrenias,0.7,1208,13
7804,0.585,0.696,Alzheimer Disease,0.7,739,3
23621,0.526,0.87,Schizophrenias,0.7,32,13
329,0.499,0.87,Breast Cancer,0.7,1031,1
8085,0.405,0.87,Breast Cancer,0.7,1209,1
836,0.363,0.913,Type 2 Diabetes,0.7,880,0
54790,0.421,0.913,Colorectal Cancer,0.7,1210,7
5653,0.528,0.783,Parkinson Disease,0.7,1170,4
1776,0.508,0.826,Rheumatoid arthritis,0.7,612,10
8651,0.436,0.913,Colorectal Cancer,0.7,459,7
10814,0.673,0.391,Schizophrenias,0.7,1211,13
148,0.564,0.913,Schizophrenias,0.7,1212,13
2668,0.423,0.913,Bipolar Disorder,0.7,89,15
338,0.374,0.913,Colorectal Cancer,0.7,69,7
5789,0.534,0.957,Type 2 Diabetes,0.7,1213,0
2554,0.544,0.739,Schizophrenias,0.7,1214,13
10371,0.422,0.913,Schizophrenias,0.7,1057,13
1385,0.412,0.957,Parkinson Disease,0.7,1215,4
3350,0.475,0.913,Bipolar Disorder,0.7,481,15
115111,0.727,0.565,Hypothyroidism,0.7,1216,18
4135,0.575,0.913,Schizophrenias,0.7,1217,13
2177,0.48,0.913,Breast Cancer,0.7,1218,1
55830,0.647,0.652,Amyotrophic Lateral Sclerosis (ALS),0.7,1219,8
1385,0.412,0.957,Schizophrenias,0.7,1215,13
2073,0.474,0.826,Colorectal Cancer,0.7,1220,7
80306,0.676,0.522,Breast Cancer,0.7,1221,1
55818,0.554,0.826,Breast Cancer,0.7,1222,1
6868,0.434,0.913,Type 2 Diabetes,0.7,761,0
434,0.583,0.826,Type 2 Diabetes,0.7,1223,0
7450,0.353,0.957,Breast Cancer,0.7,488,1
6426,0.52,0.87,Breast Cancer,0.7,1224,1
7019,0.501,0.913,Alzheimer Disease,0.7,704,3
55626,0.617,0.696,Schizophrenias,0.7,1225,13
108,0.631,0.609,Bipolar Disorder,0.7,1226,15
886,0.567,0.826,Schizophrenias,0.7,1227,13
6721,0.507,0.826,Type 2 Diabetes,0.7,1228,0
7391,0.564,0.739,Type 2 Diabetes,0.7,1084,0
1789,0.424,0.913,Schizophrenias,0.7,1120,13
8527,0.738,0.478,Type 2 Diabetes,0.7,1229,0
6338,0.572,0.826,Cystic Fibrosis,0.7,1230,5
3170,0.488,0.87,Type 2 Diabetes,0.7,1231,0
6558,0.523,0.87,Schizophrenias,0.7,1001,13
7849,0.427,0.87,Hypothyroidism,0.7,266,18
4192,0.361,0.913,Schizophrenias,0.7,1232,13
54986,0.612,0.739,Schizophrenias,0.7,1233,13
2019,0.585,0.696,Parkinson Disease,0.7,1234,4
1234,0.403,0.913,Type 1 Diabetes,0.7,515,2
7076,0.359,0.913,Type 2 Diabetes,0.7,1087,0
3697,0.623,0.652,Bipolar Disorder,0.7,1235,15
57555,0.641,0.565,Schizophrenias,0.7,1236,13
6550,0.533,0.87,Cystic Fibrosis,0.7,1237,5
7098,0.417,0.957,Type 1 Diabetes,0.7,1238,2
1191,0.39,0.913,Systemic lupus erythematosus,0.7,182,16
6934,0.457,0.913,Schizophrenias,0.7,36,13
2176,0.494,0.87,Breast Cancer,0.7,1239,1
729230,0.416,0.913,Type 1 Diabetes,0.7,1240,2
4968,0.454,0.913,Type 2 Diabetes,0.7,1133,0
27286,0.555,0.87,Epilepsies,0.7,1241,12
4163,0.577,0.696,Colorectal Cancer,0.7,1018,7
2932,0.378,0.957,Bipolar Disorder,0.7,55,15
26092,0.67,0.609,Duchenne Muscular Dystrophy,0.7,1242,9
9446,0.557,0.783,Parkinson Disease,0.7,1243,4
6529,0.526,0.87,Schizophrenias,0.7,626,13
2893,0.585,0.826,Schizophrenias,0.7,1244,13
8930,0.591,0.783,Colorectal Cancer,0.7,1245,7
941,0.422,0.87,Type 1 Diabetes,0.7,1246,2
488,0.501,0.913,Type 2 Diabetes,0.7,1168,0
3623,0.514,0.783,Prostate Cancer,0.7,1247,20
347730,0.783,0.217,Schizophrenias,0.7,1248,13
81562,0.713,0.261,Bipolar Disorder,0.7,1249,15
3117,0.444,0.913,Type 2 Diabetes,0.7,211,0
701,0.472,0.87,Colorectal Cancer,0.7,1250,7
221895,0.539,0.87,Systemic lupus erythematosus,0.7,576,16
119391,0.586,0.739,Parkinson Disease,0.7,1251,4
84152,0.562,0.913,Bipolar Disorder,0.7,675,15
3162,0.343,0.957,Cystic Fibrosis,0.7,248,5
3303,0.374,0.957,Systemic lupus erythematosus,0.7,454,16
4916,0.455,0.87,Schizophrenias,0.7,1049,13
11171,0.667,0.478,Colorectal Cancer,0.7,1252,7
1759,0.499,0.87,Epilepsies,0.7,1253,12
26053,0.533,0.957,Epilepsies,0.7,1254,12
2752,0.455,0.913,Huntington Disease,0.7,667,6
7226,0.508,0.87,Parkinson Disease,0.7,992,4
27184,0.727,0.174,Schizophrenias,0.7,1255,13
407007,0.485,0.87,Type 2 Diabetes,0.7,847,0
10125,0.562,0.696,Systemic lupus erythematosus,0.7,1256,16
5116,0.522,0.87,Schizophrenias,0.7,1257,13
3181,0.496,0.913,Frontotemporal dementia,0.7,663,11
1019,0.38,0.913,Type 2 Diabetes,0.7,309,0
79868,0.612,0.522,Epilepsies,0.7,1258,12
4336,0.667,0.522,Amyotrophic Lateral Sclerosis (ALS),0.7,1259,8
7148,0.53,0.783,Schizophrenias,0.7,1260,13
9369,0.6,0.87,Schizophrenias,0.7,1261,13
5967,0.509,0.87,Type 1 Diabetes,0.7,1262,2
3570,0.419,0.87,Alzheimer Disease,0.7,320,3
10318,0.521,0.826,Amyotrophic Lateral Sclerosis (ALS),0.7,417,8
2195,0.495,0.913,Colorectal Cancer,0.7,1263,7
2556,0.583,0.739,Bipolar Disorder,0.7,1264,15
2558,0.598,0.478,Bipolar Disorder,0.7,1265,15
846,0.395,0.957,Epilepsies,0.7,1266,12
639,0.501,0.826,Systemic lupus erythematosus,0.7,1267,16
274,0.516,0.913,Breast Cancer,0.7,316,1
1291,0.516,0.87,Duchenne Muscular Dystrophy,0.7,1268,9
80208,0.558,0.696,Amyotrophic Lateral Sclerosis (ALS),0.7,1269,8
25805,0.589,0.739,Colorectal Cancer,0.7,1270,7
116150,0.565,0.783,Type 2 Diabetes,0.7,1271,0
2395,0.513,0.87,Type 2 Diabetes,0.7,1272,0
842,0.457,0.913,Parkinson Disease,0.7,1068,4
2870,0.654,0.652,Parkinson Disease,0.7,1273,4
1356,0.41,0.957,Epilepsies,0.7,819,12
50632,0.717,0.478,Schizophrenias,0.7,1274,13
7486,0.503,0.826,Type 2 Diabetes,0.7,1034,0
114904,0.612,0.696,Type 1 Diabetes,0.7,1275,2
488,0.501,0.913,Cardiovascular Diseases,0.7,1168,14
177,0.387,0.913,Schizophrenias,0.7,131,13
2246,0.401,0.913,Schizophrenias,0.7,1276,13
43,0.419,0.957,Epilepsies,0.7,34,12
969,0.459,0.913,Type 1 Diabetes,0.7,1277,2
55937,0.542,0.87,Type 1 Diabetes,0.7,355,2
9499,0.607,0.739,Duchenne Muscular Dystrophy,0.7,1278,9
4923,0.507,0.87,Schizophrenias,0.7,1279,13
5142,0.525,0.87,Bipolar Disorder,0.7,611,15
5610,0.445,0.913,Huntington Disease,0.7,1118,6
3305,0.427,0.913,Schizophrenias,0.7,1280,13
10891,0.419,0.957,Schizophrenias,0.7,125,13
283450,0.603,0.696,Type 2 Diabetes,0.7,1281,0
831,0.515,0.87,Parkinson Disease,0.7,1282,4
56244,0.528,0.826,Rheumatoid arthritis,0.7,1283,10
8200,0.504,0.783,Parkinson Disease,0.7,1284,4
3613,0.67,0.391,Schizophrenias,0.7,447,13
5562,0.527,0.913,Breast Cancer,0.7,1285,1
2911,0.5,0.913,Epilepsies,0.7,640,12
553,0.643,0.696,Bipolar Disorder,0.7,1286,15
55690,0.565,0.826,Bipolar Disorder,0.7,1287,15
1654,0.469,0.913,Colorectal Cancer,0.7,1288,7
80212,0.751,0.391,Type 2 Diabetes,0.7,1289,0
1496,0.573,0.826,Schizophrenias,0.7,1290,13
2011,0.508,0.87,Schizophrenias,0.7,1291,13
7100,0.495,0.913,Cystic Fibrosis,0.7,665,5
1639,0.56,0.652,Frontotemporal dementia,0.7,240,11
199,0.499,0.87,Type 1 Diabetes,0.7,1292,2
22941,0.594,0.652,Bipolar Disorder,0.7,1293,15
1644,0.484,0.957,Bipolar Disorder,0.7,230,15
952,0.432,0.913,Type 1 Diabetes,0.7,730,2
22871,0.622,0.696,Schizophrenias,0.7,1294,13
6869,0.447,0.913,Bipolar Disorder,0.7,1295,15
5609,0.378,0.913,Schizophrenias,0.7,492,13
5078,0.612,0.739,Type 2 Diabetes,0.7,153,0
5159,0.385,0.913,Schizophrenias,0.7,1296,13
8678,0.417,0.913,Schizophrenias,0.7,1297,13
2898,0.541,0.913,Bipolar Disorder,0.7,1045,15
5313,0.542,0.696,Type 2 Diabetes,0.7,1298,0
60685,0.765,0.304,Type 2 Diabetes,0.7,1299,0
6616,0.489,0.913,Type 2 Diabetes,0.7,712,0
23245,0.61,0.87,Bipolar Disorder,0.7,1300,15
122618,0.758,0.435,Rheumatoid arthritis,0.7,1301,10
23274,0.578,0.783,Rheumatoid arthritis,0.7,290,10
8877,0.46,0.913,Type 2 Diabetes,0.7,1302,0
9451,0.48,0.913,Type 1 Diabetes,0.7,1303,2
4538,0.504,0.826,Schizophrenias,0.7,1304,13
3480,0.349,0.913,Parkinson Disease,0.7,177,4
6059,0.643,0.609,Colorectal Cancer,0.7,1305,7
3547,0.639,0.522,Hypothyroidism,0.7,1306,18
